foodName,Type,Country,Region,Ingredient,Calorie,imgUrl,Description
Bánh mì,"Vietnamese roll or sandwich, Saigon roll or sandwich",Vietnam,,Vietnamese baguette (also called bánh mì),,//upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Chicken_Schnitzel_Roll.jpg/300px-Chicken_Schnitzel_Roll.jpg,
Barros Luco,Sandwich,Chile,,"Bread, beef, cheese",,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Barros_luco_01.jpg/250px-Barros_luco_01.jpg,"Barros Luco is a hot sandwich in Chile that includes beef and melted cheese[1] in one of several types of bread. The sandwich is named after Chilean president Ramón Barros Luco,[1] and was coined in the restaurant of the National Congress of Chile,[2] where president Barros Luco always asked for this sandwich.[3] Other sources point to Confitería Torres as the place where the sandwich was created.[4]"
Beef on weck,Main,United States,"Buffalo, New York","Kummelweck roll, sliced roast beef, horseradish, au jus",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
BLT,"Bacon, lettuce, and tomato",,,"Bacon, lettuce, tomato, bread",352[1] ,//upload.wikimedia.org/wikipedia/en/thumb/9/94/Symbol_support_vote.svg/19px-Symbol_support_vote.svg.png,
Bratwurst,Sausage,Germany,Europe,"Meat (pork, beef or veal)",,//upload.wikimedia.org/wikipedia/commons/thumb/b/b0/German_Bratw%C3%BCrste.jpg/220px-German_Bratw%C3%BCrste.jpg,"Bratwurst (German: [ˈbʁaːtvʊɐ̯st] (listen); plural Bratwürste) is a type of German sausage typically made from pork, and less commonly from beef or veal. The name is derived from the Old High German Brätwurst, from brät-, finely chopped meat, and Wurst, sausage, although in modern German it is often associated with the verb braten, to pan fry or roast.[1] There are many varieties of bratwurst, with some more commonly consumed in certain regions of Germany. Bratwursts are popular in the midwestern United States, Austria, Switzerland, and elsewhere."
Carrozza,Dante,,,,,//en.wikipedia.org/wiki/Special:CentralAutoLogin/start?type=1x1,"Carrozza (foaled 1954) was a British Thoroughbred racehorse. In a racing career lasting from May 1956 until July 1957, the filly ran seven times and won three races for her owner Queen Elizabeth II. As a three-year-old she finished fourth in the 1000 Guineas at Newmarket before winning Oaks at Epsom. She was retired to stud after one further race and had some success as a broodmare."
Cheese dream,Open sandwich,United States,,"Bread, cheddar cheese, butter",,//upload.wikimedia.org/wikipedia/commons/thumb/9/94/Cheese_dream_with_bacon.jpg/250px-Cheese_dream_with_bacon.jpg,"The cheese dream is an open-faced version of the American grilled cheese sandwich made with bread, cheese and butter, as well as other ingredients.[1]"
Cheesesteak,"Philadelphia cheesesteak, Philly cheesesteak",United States,"Philadelphia, Pennsylvania","Sliced steak, cheese, bread",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Chili burger,"Chili size, size",United States,originally Los Angeles,"Hamburger patty, chili con carne",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Churrasco,"Meat (beef), sausage, queijo coalho, garlic bread, pork and chicken",,,"Meat (beef), sausage, queijo coalho, garlic bread, pork and chicken",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Churrasco (Portuguese: [ʃuˈʁaʃku], Spanish: [tʃuˈrasko]) is the Portuguese and Spanish name for beef or grilled meat more generally. It is a prominent feature in the cuisine of Brazil, Uruguay and Argentina. The related term churrascaria (or churrasqueria) is mostly understood to be a steakhouse."
Croque-monsieur,Sandwich,France,,"Bread, whipped eggs, butter, boiled ham, cheese (typically Emmental), pepper and salt",,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Croque_monsieur.jpg/250px-Croque_monsieur.jpg,"A croque monsieur (French pronunciation: ​[kʁɔk məsjø]) is a hot sandwich made with ham and cheese. The dish originated in French cafés and bars as a quick snack. The name comes from the French words croque (""bite”) and monsieur (""mister""). The first time this sandwich is known to have appeared on a Paris café menu was in 1910.[1]"
Cuban,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,Cuban may refer to:
Donkey burger,"Snack, Side dish","Baoding and Hejian, China",,"Donkey meat, bread",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Fish finger,Fish sticks,United Kingdom,,"Whitefish, battered or breaded",,//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Fishfinger_classic_fried_2.jpg/220px-Fishfinger_classic_fried_2.jpg,"Fish fingers (British English) or fish sticks (American English) are a processed food made using a whitefish, such as cod, hake, haddock or pollock, which has been battered or breaded. They are commonly available in the frozen food section of supermarkets. They can be baked in an oven, grilled, shallow fried, or deep-fried."
French dip,Beef dip,United States,"Los Angeles, California","Baguette, roast beef, beef broth",,//upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Roast_Beef_Dip_lunch.JPG/250px-Roast_Beef_Dip_lunch.JPG,"A French dip sandwich, also known as a beef dip, is a hot sandwich consisting of thinly sliced roast beef (or, sometimes, other meats) on a ""French roll"" or baguette. It is usually served plain but a variation is to top with Swiss cheese, onions, and a dipping container of beef broth produced from the cooking process (termed au jus, ""with juice""). Beef stock, a light beef gravy, or beef consommé is sometimes substituted. The sandwich is an American invention, with the name seeming to refer to the style of bread, rather than any French origin. Although the sandwich is most commonly served with a cup of jus or broth on the side of the plate, into which the sandwich is dipped as it is eaten, this is not how the sandwich was served when it was invented."
Fried brain,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Grilled Cheese,"Cheese, bread",,,"Cheese, bread",,//upload.wikimedia.org/wikipedia/commons/thumb/8/89/Grilled_cheese_sandwich.jpg/220px-Grilled_cheese_sandwich.jpg,"A toasted sandwich, grilled cheese sandwich, cheese toastie, or grilled cheese is a hot sandwich (toastie) made with one or more varieties of cheese (a cheese sandwich) on bread. It is typically prepared by heating one or more slices of cheese between slices of bread, with a cooking fat such as butter, on a frying pan, griddle, or sandwich toaster, until the bread browns and the cheese melts. A grilled cheese may contain separate ingredients, though the main ingredients remain the bread and cheese.[1]"
Hot brown,Sandwich,United States,"Louisville, Kentucky","Turkey, bacon, Mornay sauce",,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Hot_Brown_Kurtz.jpg/250px-Hot_Brown_Kurtz.jpg,"A Hot Brown sandwich (sometimes known as a Louisville Hot Brown or Kentucky Hot Brown) is an American hot sandwich originally created at the Brown Hotel in Louisville, Kentucky, by Fred K. Schmidt in 1926. It is a variation of traditional Welsh rarebit and was one of two signature sandwiches created by chefs at the Brown Hotel shortly after its founding in 1923. It was created to serve as an alternative to ham and egg late-night dinners.[1]"
Italian beef,Sandwich,United States,"Chicago, Illinois","Roast beef, Italian-style roll",,//upload.wikimedia.org/wikipedia/en/thumb/b/b4/Ambox_important.svg/40px-Ambox_important.svg.png,"An Italian beef sandwich, originating in Chicago, is composed of thin slices of seasoned roast beef, simmered and served au jus on a long French Roll. The sandwich's history dates back at least to the 1930s.[1] The bread itself is, at the diner's preference, often dipped (or double-dipped) into the jus the meat is cooked in, and the sandwich is typically topped off with Chicago-style giardiniera (called ""hot"") or sauteed, green Italian sweet peppers (called ""sweet"")."
Leberkäse,Sausage,,"Germany, Austria, and Switzerland","Corned beef, pork and bacon",,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Leberk%C3%A4se-1.jpg/220px-Leberk%C3%A4se-1.jpg,"Leberkäse (help·info) (German, literally means 'liver cheese'; sometimes spelled Leberkäs or Leberka(a)s in Austria and the Swabian, Bavarian and Franconian parts of Germany and Fleischkäse in Saarland, Baden, Switzerland and Tyrol), is a specialty food found in the south of Germany, in Austria and parts of Switzerland, similar to bologna sausage. It consists of corned beef, pork and bacon and is made by grinding the ingredients very finely and then baking it as a loaf in a bread pan until it has a crunchy brown crust."
Kottenbutter,Sandwich,Germany,Rhineland,"Brown bread, butter, smoked pork sausage, onion rings and spread with spicy mustard",,//upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Translation_to_english_arrow.svg/50px-Translation_to_english_arrow.svg.png,"Kottenbutter or Kottenbotter is a slice of buttered brown bread, smoked pork sausage (Kottensausage), onion rings and spread with spicy mustard. This local, rustic specialty was the common lunch of the metal workers who used grinding wheels powered by the river to sharpen knife blades and to debur steel blanks. The workers were located in grinding houses along the Wupper river in Remscheid, Wuppertal and Solingen.[1]"
Lobster roll,Sandwich,United States,New England,"New England-style hot dog bun or similar bread roll, lobster meat, mayonnaise or drawn butter, sometimes celery or scallions",,//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Lobster_Roll.png/220px-Lobster_Roll.png,"A lobster roll is native to New England. It is made of lobster meat served on a grilled hot dog-style bun. The filling may also contain butter, lemon juice, salt and black pepper, with variants made in some parts of New England replacing the butter with mayonnaise.  Other versions may contain diced celery or scallion. Potato chips or french fries are the typical sides.[1]"
Luther burger,Donut burger[1]Doughnut burger[2][3],United States,,"Doughnuts
Patties",800–1500 ,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Mortadella,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/b/be/Mortadella.jpg/220px-Mortadella.jpg,
Panini,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,Panini may refer to:
Pepito,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/9/99/Wiktionary-logo-en-v2.svg/40px-Wiktionary-logo-en-v2.svg.png,"Pepito, the diminutive version of the Spanish name Pepe, may refer to:"
Sealed crustless,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Steak burger,Main course,Germany or United States (disputed),,"Ground meat, bread",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Steak bomb,Sandwich,United States,"New Haven, Connecticut","Steak, bread",,//upload.wikimedia.org/wikipedia/commons/thumb/4/47/Shredded_Steak_with_Peppers%2C_Onions_and_Tomatoes_%28Ropa_Vieja%29.jpg/275px-Shredded_Steak_with_Peppers%2C_Onions_and_Tomatoes_%28Ropa_Vieja%29.jpg,"A steak sandwich is a sandwich prepared with steak that has been broiled, fried, grilled, barbecued or seared using steel grates or gridirons, then served on bread or a roll. Steak sandwiches are sometimes served with toppings of cheese, onions, mushrooms, peppers, tomatoes, and in some instances fried eggs, coleslaw, and french fries."
Pajeon,Jeon,Korea,,"Batter (eggs, wheat flour, rice flour, scallions)",,//upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Haemulpajeon.jpg/220px-Haemulpajeon.jpg,"Pajeon (파전, Korean pronunciation: [pʰa.dʑʌn]) is a variety of jeon with scallion as its prominent ingredient, as pa (파) means scallion. It is a Korean dish made from a batter of eggs, wheat flour, rice flour, scallions, and often other ingredients depending on the variety. Beef, pork, kimchi, shellfish, and other seafood are mostly used.[1] If one of these ingredients, such as squid, dominates the jeon, the name will reflect that; ojing'eo jeon (오징어전) is 'squid jeon."
Scallion pancakes,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/DAB_list_gray.svg/30px-DAB_list_gray.svg.png,"A scallion pancake, also known as a green onion pancake or spring onion pancake is a kind of pancake made with scallions. It is usually chewy, flaky, and savory."
Hwajeon,"Jeon, tteok",Korea,,"Edible flowers, glutinous rice flour, honey",,//upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Hwajeon_Cooking_10.jpg/220px-Hwajeon_Cooking_10.jpg,"Hwajeon (화전; 花煎), or flower cake is a small Korean pan-fried rice cake.[1][2] It is made out of  glutinous rice flour, honey and edible petals from seasonal flowers, such as rhododendron.[3] It is eaten during the festivals of Samjinnal and Buddha's Birthday.[4]"
Meat jun,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Meat_jun.jpg/220px-Meat_jun.jpg,"Meat Jun is a Hawaiian dish of Korean origin, consisting of thinly sliced beef dipped in egg batter and fried. A type of jeon, it is a popular dish served at Korean restaurants in Hawaii, served both as an entree and part of a mixed plate lunch.  It is usually served with a soy or gochujang based dipping sauce."
Memiljeon,Buchimgae,Korea,Gangwon,"Buckwheat, vegetables or kimchi",,//upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Korean_buckwheat_pancake-Memiljeon-01.jpg/220px-Korean_buckwheat_pancake-Memiljeon-01.jpg,"Memil-buchimgae (메밀부침개) or buckwheat pancake is a variety of buchimgae, or Korean pancake. It is a crepe-like dish made of thin buckwheat batter and napa cabbage.[1]"
Gamjajeon,Potato pancakes,Korea,Gangwon,Potatoes,,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Korean_potato_pancake-Gamjajeon-02.jpg/220px-Korean_potato_pancake-Gamjajeon-02.jpg,"Gamja-jeon[1] (감자전) or potato pancakes[1] is a variety of jeon, or Korean style pancake, made by pan-frying finely grated potato on a frying pan with any type of vegetable oil until golden brown."
Acquacotta,Soup,Italy,Maremma,"Water, stale bread, onion, tomato and olive oil",,//upload.wikimedia.org/wikipedia/en/thumb/9/94/Symbol_support_vote.svg/19px-Symbol_support_vote.svg.png,"Acquacotta (pronounced [ˌakkwaˈkɔtta]; Italian for ""cooked water"") is a hot broth-based bread soup in Italian cuisine that was originally a peasant food. Its preparation and consumption dates back to ancient history, and it originated in the coastal area known as the Maremma in southern Tuscany and northern Lazio. The dish was invented in part as a means to make hardened, stale bread edible. In contemporary times, ingredients can vary, and additional ingredients are sometimes used. Variations of the dish include aquacotta con funghi and aquacotta con peperoni."
Goulash,Gulaš/Gulash,Hungary,Central Europe,"Meat, stock, noodles, vegetables (especially potatoes), paprika, spices",,//upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Gulyas080.jpg/220px-Gulyas080.jpg,
Oyster stew,Stew,United StatesThe Gambia,,"Oysters, cream, sometimes mushrooms or chives",,//upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Oyster_stew.jpg/220px-Oyster_stew.jpg,Oyster stew is a stew made with oysters. It is popular in the United States and in The Gambia.
Pörkölt,Stew,Hungary,,"Meat, paprika, vegetables",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Pörkölt is a meat stew which originates from Hungary, but is eaten throughout Central Europe."
Ratatouille,Ratatouille niçoise,France,Provence-Alpes-Côte d'Azur,"Vegetables (tomatoes, onions, courgette, aubergine (eggplant), bell peppers), garlic, marjoram, fennel and basil or bay leaves and thyme",,//upload.wikimedia.org/wikipedia/commons/thumb/0/03/Ratatouille-Dish.jpg/250px-Ratatouille-Dish.jpg,"Ratatouille (/ˌrætəˈtuːi/ RAT-ə-TOO-ee, French: [ʁatatuj] (listen); Occitan: ratatolha [ʀataˈtuʎɔ] (listen)) is a French Provençal dish of stewed vegetables, originating in Nice, and sometimes referred to as ratatouille niçoise (French: [niswaz]).[1]  Recipes and cooking times differ widely, but common ingredients include tomato, garlic, onion, courgette (zucchini), aubergine (eggplant), capsicum (bell pepper), and some combination of leafy green herbs common to the region."
Saksang,Indonesia,Indonesia,North Sumatra,Minced pork or dog meat[1] stewed in blood[2],,//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Saksang_2.JPG/220px-Saksang_2.JPG,"Saksang or sa-sang is a savory, spicy Indonesian dish from the  Batak people.[3] It is made from minced pork or dog meat[1] (or, more rarely, water buffalo meat) stewed in its blood,[2] coconut milk and spices; including kaffir lime and bay leaves, coriander, shallot, garlic, chili pepper and Thai pepper, lemongrass, ginger, galangal, turmeric and andaliman (the fruit of a native shrub similar to Sichuan pepper).[1]"
Croque Madame,Sandwich,France,,"Bread, whipped eggs, butter, boiled ham, cheese (typically Emmental), pepper and salt",,//upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Croque_monsieur.jpg/250px-Croque_monsieur.jpg,"A croque monsieur (French pronunciation: ​[kʁɔk məsjø]) is a hot sandwich made with ham and cheese. The dish originated in French cafés and bars as a quick snack. The name comes from the French words croque (""bite”) and monsieur (""mister""). The first time this sandwich is known to have appeared on a Paris café menu was in 1910.[1]"
Eyerlekh,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/7/73/Development-of-chicken-egg_cropped.jpg/250px-Development-of-chicken-egg_cropped.jpg,"Eyerlekh (Yiddish: אייערלעך‎, ""little eggs"") are creamy, flavorful unhatched eggs found inside just-slaughtered chickens and typically cooked in soup. They were historically common in Ashkenazi Jewish cuisine, but their usage has become much less frequent with the rise of prepackaged chicken parts.[1]"
Gyeranppang,Korea,Korea,,"Wheat flour, eggs",,//upload.wikimedia.org/wikipedia/commons/thumb/6/61/Gyeranppang_by_travel_oriented.jpg/220px-Gyeranppang_by_travel_oriented.jpg,"Gyeran-ppang (계란빵; ""egg bread"") is a warm street snack sold throughout South Korea.[1] The fluffy, oblong-shaped loaf of bread is sweet and savory with a whole egg inside the pancake dough.[2][3]"
Egg tart,Daahn tāat; po tat,"Guangzhou, China",,"Flour, butter, sugar, egg, custard, milk",,//upload.wikimedia.org/wikipedia/commons/thumb/b/bc/HK_SSP_%E9%95%B7%E6%B2%99%E7%81%A3_Cheung_Sha_Wan_%E6%B7%B1%E7%9B%9B%E8%B7%AF_Sham_Shing_Road_%E6%B3%93%E6%99%AF%E6%BB%99%E5%95%86%E5%A0%B4_Banyan_Mall_shop_%E8%9B%8B%E6%92%BB%E7%8E%8B_King_Bakery_Studio_December_2019_SS2_egg_tarts.jpg/220px-HK_SSP_%E9%95%B7%E6%B2%99%E7%81%A3_Cheung_Sha_Wan_%E6%B7%B1%E7%9B%9B%E8%B7%AF_Sham_Shing_Road_%E6%B3%93%E6%99%AF%E6%BB%99%E5%95%86%E5%A0%B4_Banyan_Mall_shop_%E8%9B%8B%E6%92%BB%E7%8E%8B_King_Bakery_Studio_December_2019_SS2_egg_tarts.jpg,
Tunisian tajine,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/0/06/Wiktionary-logo-v2.svg/30px-Wiktionary-logo-v2.svg.png,
Bavarian cream,"Crème bavaroise, Bavarois",,,"Milk, eggs, gelatin, whipped cream",,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Bavarian cream, crème bavaroise or simply bavarois, in German Bayerische creme, is a dessert consisting of milk thickened with eggs and gelatin or isinglass, into which whipped cream is folded. The mixture sets up in a cold mold and is unmolded for serving.[1][2][3] Earlier versions, sometimes called fromage bavarois, did not include eggs."
Bean pie,Pie,United States,,Beans (usually navy beans)SugarButterMilkSpices,,//upload.wikimedia.org/wikipedia/commons/thumb/5/50/Bean_pie_recipe.jpg/220px-Bean_pie_recipe.jpg,"A bean pie is a sweet custard pie whose filling consists of mashed beans, usually navy bean, sugar, eggs, milk, butter, and spices.[1] Common spices and flavorings include vanilla, cinnamon, and nutmeg. Variations can include cloves, ginger, pumpkin pie spice, and lemon extract.[2][3][4][5]"
Buttermilk pie,United States,United States,Southern United States,"Buttermilk, wheat flour, butter, eggs, sugar",547 ,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"Buttermilk pie is a pie in American cuisine. Associated with the cuisine of the Southern United States, it is one of the desperation pies, made using simple, staple ingredients.[1][2]"
Custard tart,Pastry,"Portugal, France, United Kingdom",,"Pastry crust, egg custard",,//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Egg_custard_tart.jpg/300px-Egg_custard_tart.jpg,
Flaugnarde,Dessert,France,,"Batter, apples, peaches, pears, plums, prunes or other fruit; powdered sugar",,//upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Clafoutis.jpg/300px-Clafoutis.jpg,"Flaugnarde (pronounced [floɲaʁd]) also known as flagnarde, flognarde or flougnarde, is a baked French dessert with fruit arranged in a buttered dish and covered with a thick flan-like batter.[1] Similar to a clafoutis, which is made with black cherries, a flaugnarde is made with apples, peaches, pears, plums, prunes or other fruits. Resembling a sweet batter pudding or large pancake, the dish is dusted with confectioner's sugar and can be served either warm or cold."
Leche flan,"Flan, caramel custard","Spain, France, Italy and Portugal",,"Eggs, milk, sugar",,//upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cremecaramel.jpg/220px-Cremecaramel.jpg,"Crème caramel (French: [kʁɛm kaʁamɛl]), flan, or caramel custard is a custard dessert with a layer of clear caramel sauce."
Miguelitos,Custard,Spain,Castilla–La Mancha,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Miguelito_%28cropped%29.jpeg/250px-Miguelito_%28cropped%29.jpeg,"Miguelitos are a type of cream filled puff pastry, which can also be referred to as a cake. Originated in La Roda, in Castilla–La Mancha, Spain. Manuel Blanco the creator of these flaky desserts, was born in La Roda in 1925. After being a part of the military in 1960 he migrated to a place called Pamplona where his masterpiece was created. The name Miguelito came, after he decided to give his friend Miguel the first bite of his creation, from there the name had stuck.[1] La Roda de Albacete started to be known with various pastry chefs throughout Spain, causing the expansion of the dessert."
Pasticciotto,Pusties,Italy,Apulia,,,//upload.wikimedia.org/wikipedia/commons/thumb/2/27/Pasticciotto_filled_with_ricotta_cheese.jpg/220px-Pasticciotto_filled_with_ricotta_cheese.jpg,"A pasticciotto (Italian pronunciation: [pastitˈtʃɔtto]; plural pasticciotti) is a type of filled Italian pastry. Depending on the region, they are traditionally filled with either ricotta cheese or egg custard. In some Italian-American communities, they are called pusties.[1]"
Pumpkin pie,Pie,"Canada, United States, United Kingdom",,"Pie shell, pumpkin, eggs, condensed milk, sugar, nutmeg, cinnamon, cloves, ginger",,//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Pumpkin_Pie.jpg/250px-Pumpkin_Pie.jpg,"Pumpkin pie is a dessert pie with a spiced, pumpkin-based custard filling. The pumpkin is a symbol of harvest time, and pumpkin pie is generally eaten during the fall and early winter. In the United States and Canada, it is usually prepared for Thanksgiving,[1] and other occasions when pumpkin is in season."
Baked ziti,Baked pasta,Italy,Sicily,"Ziti pasta, sauce (tomatoes, cheese)",,//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Baked_Ziti_%28cropped%29.jpg/250px-Baked_Ziti_%28cropped%29.jpg,
Confit byaldi,Main course or side dish,,,"Courgette, yellow squash, Aubergine, roma tomatoes, peppers, yellow onions, tomatoes, garlic, herbs",,//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Confit_byaldi_1.jpg/260px-Confit_byaldi_1.jpg,Confit byaldi  is a variation on the traditional French dish ratatouille by French chef Michel Guérard.
Chili mac,Main dish,United States,Midwestern United States,"Macaroni, chili con carne",,//upload.wikimedia.org/wikipedia/commons/thumb/1/17/Chili_mac.jpg/200px-Chili_mac.jpg,
Gratin,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/dd/8.28.12CheeseburgerMacByLuigiNovi1.jpg/220px-8.28.12CheeseburgerMacByLuigiNovi1.jpg,"Gratin (French pronunciation: ​[ɡʁatɛ̃]) is a culinary technique in which an ingredient is topped with a browned crust, often using breadcrumbs, grated cheese, egg or butter.[1][2][3] Gratin is usually prepared in a shallow dish of some kind. A gratin is baked or cooked under an overhead grill or broiler to form a golden crust on top and is often served in its baking dish.[1]"
Janssons frestelse,Casserole,Sweden,,"Potatoes, onions, pickled sprats, bread crumbs, cream",,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Janssons_frestelse.jpg/265px-Janssons_frestelse.jpg,"Jansson's temptation (Swedish: Janssons frestelse (Swedish pronunciation: [ˈjɑ̌ːnsɔns ˈfrɛ̂sːtɛlsɛ])) is a traditional Swedish casserole made of potatoes, onions, pickled sprats, bread crumbs and cream. It is commonly included in a Swedish  julbord (Christmas smörgåsbord),[1] and the Easter påskbuffé, which is lighter than a traditional julbord.[2] The dish is also common in Finland where it is known as janssoninkiusaus.[3]"
Macaroni and cheese,"Mac and cheese, macaroni pie, macaroni cheese",,,"Macaroni, cheese, milk, butter",,//upload.wikimedia.org/wikipedia/commons/thumb/4/44/Original_Mac_n_Cheese_.jpg/220px-Original_Mac_n_Cheese_.jpg,"Macaroni and cheese—also called mac 'n' cheese in the United States, and macaroni cheese in the United Kingdom[1]—is a dish of cooked macaroni pasta and a cheese sauce, most commonly cheddar. It can also incorporate other ingredients, such as breadcrumbs or meat.[2][3]"
Macaroni pie,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Macaroni_pie_1.jpg/260px-Macaroni_pie_1.jpg,
Moussaka,Main course,"Egypt, Greece, Middle East (cooked salad form), Levant",The Balkans and Eastern Mediterranean,"Eggplant or potatoes, minced meat",,//upload.wikimedia.org/wikipedia/en/thumb/1/1b/Semi-protection-shackle.svg/20px-Semi-protection-shackle.svg.png,
Nut roast,,,,,,//upload.wikimedia.org/wikipedia/en/thumb/9/99/Question_book-new.svg/50px-Question_book-new.svg.png,"A nut roast or roasted nut loaf is a vegetarian dish consisting of nuts, grains, vegetable oils, broth or butter, and seasonings formed into a firm loaf shape or long casserole dish before roasting and often eaten as an alternative to a traditional British style roast dinner. It is popular with vegetarians at Christmas,[1] as well as part of a traditional Sunday roast. Nut roasts are also made by Canadian and American vegetarians and vegans as the main dish for Thanksgiving or other harvest festival meals."
Potato babka,Pie or pudding,Belarus,,"Potatoes, eggs, onions, bacon",,//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Babka-ziemniaczana.jpg/250px-Babka-ziemniaczana.jpg,"Potato babka  is a savoury dish, popular especially in Belarus[1] and Poland, where it is known as babka ziemniaczana.[2] It is made from grated potatoes, eggs, onions, and pieces of smoked, boiled or fried bacon and (especially in Poland) sausage. It is oven-baked in a crock, and often served with a sauce of sour cream and pork flitch. Depending on recipe and cooking method, it may be either a flaky potato pie or a heavy potato pudding.[1]"
Rakott krumpli,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Rakott_krumpli.jpg/220px-Rakott_krumpli.jpg,"Rakott krumpli (or rarely rakott burgonya) is a Hungarian dish made from potatoes, sour cream, smoked sausage, hard-cooked eggs, and bread crumbs. It is a layered casserole with slices of each ingredient layered onto each other, it was first mentioned in István Czifray's 1840 edition of the Magyar nemzeti szakácskönyv (Hungarian national cookbook).[1] It can be served as a luncheon dish, as a main course or as a side dish."
Tofurkey,,,,,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Tofurky.jpg/220px-Tofurky.jpg,"Tofurkey  (a blend of tofu and turkey) is a turkey substitute in the form of a loaf or casserole of vegetarian protein, usually made from tofu (soybean protein) or seitan (wheat protein) with a stuffing made from grains or bread, flavored with a broth and seasoned with herbs and spices.[1]"
Funeral potatoes,Hotdish or casserole,United States,"Intermountain West, Midwest","Hash browns or cubed potatoes, cheese (cheddar or Parmesan), onions, cream soup (chicken, mushroom, or celery) or cream sauce, sour cream, butter, corn flakes or crushed potato chips",,//upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Funeralpotatoesserving.JPG/220px-Funeralpotatoesserving.JPG,"Funeral potatoes (also great potatoes, cheesy potatoes, hash brown casserole,[1] cheesy hash browns,[2][3] those potatoes,[4]  or party potatoes[5][6][7]) is a traditional potato hotdish or casserole that is popular in the American Intermountain West and Midwest. It is called ""funeral"" potatoes because it is commonly served as a side dish during traditional after-funeral dinners,[8]  but it is also served at potlucks, and other social gatherings, sometimes with different names.[9][10]  The dish has sometimes been associated with the  Latter-day Saints, because of its popularity among the Mormons in the region,[11][12] although it is also popular with non-Mormons."
